id,playerid,firstname,lastname,club,position,basesalary,guaranteedcomp,recordyear,recordseason
SYmWqdjY,IcG8LF,Ashley,Westwood,CLT,M,750000.00,783333.00,2025,Fall
cxMb5n0p,0Od6b2,David,Bingham,CLT,GK,104000.00,104000.00,2025,Fall
8sGKBbbv,Zoh00k,Drake,Callender,CLT,GK,399996.00,455913.00,2025,Fall
zesioI7K,ejASxH,Nick,Holliday,CLT,GK,80622.00,80622.00,2025,Fall
T8an1ezH,87f2Ll,Kristijan,Kahlina,CLT,GK,750000.00,788750.00,2025,Fall
AFttB20q,wOAFU8,Chituru,Odunze,CLT,GK,104000.00,117508.00,2025,Fall
YsODM5xQ,fHhBTy,Wilfried,Zaha,CLT,F,2666667.00,2751667.00,2025,Fall
7hKtSaGG,VPswnJ,Kerwin,Vargas,CLT,F,600000.00,683750.00,2025,Fall
UpQwea2r,cyA3wp,Tyger,Smalls,CLT,F,80622.00,80622.00,2025,Fall
4dGQiIoD,YdDy4k,Nimfasha,Berchimas,CLT,F,110000.00,124934.00,2025,Fall
C6JmElUe,d0FqsB,Mikah,Thomas,CLT,D,80622.00,81025.00,2025,Fall
eOyyLbeJ,NEW,Harry,Toffolo,CLT,D,900000.00,1020000.00,2025,Fall
olMAfJrs,mALC23,Jahlane,Forbes,CLT,D,80622.00,80622.00,2025,Fall
U8bCcy0t,F2rPau,Souleyman,Doumbia,CLT,D,500000.00,541250.00,2025,Fall
6hJsQfwK,WixqYt,Jahkeele,Marshall-Rutty,CLT,M,375000.00,423125.00,2025,Fall
PZIBPzIF,99FASA,Liel,Abada,CLT,F,2400000.00,2548500.00,2025,Fall
BxQDVDKA,XU0Wla,Brandon,Cambridge,CLT,F,125000.00,133026.00,2025,Fall
JnF7q1UV,IxHodQ,Brian,Romero,CLT,F,125000.00,135833.00,2025,Fall
JOHhAE3p,jYKYCB,Nathan,Byrne,CLT,D,475000.00,498750.00,2025,Fall
