firstname,lastname,club,position,basesalary,guaranteedcomp
David,Martínez,LAFC,F,"$550,000.00","$550,000.00"
Denis,Bouanga,LAFC,F,"$4,000,000.00","$4,939,217.00"
Eddie,Segura,LAFC,D,"$722,500.00","$722,500.00"
Heung-min,Son,LAFC,F,"$10,368,750.00","$11,152,852.00"
Hugo,Lloris,LAFC,GK,"$800,000.00","$800,000.00"
Igor,Jesus Lima,LAFC,M,"$625,000.00","$691,684.00"
Jacob,Shaffelburg,LAFC,F,"$475,000.00","$520,000.00"
Jeremy,Ebobisse,LAFC,F,"$722,500.00","$722,500.00"
Jude,Terry,LAFC,M,"$113,400.00","$149,798.00"
Kenny,Nielsen,LAFC,D,"$88,025.00","$88,025.00"
Lorenzo,Dellavalle,LAFC,D,"$113,400.00","$117,150.00"
Mark,Delgado,LAFC,M,"$1,055,000.00","$1,055,000.00"
Mathieu,Choinière,LAFC,M,"$725,000.00","$725,000.00"
Matt,Evans,LAFC,M,"$88,025.00","$88,025.00"
Nathan,Ordaz,LAFC,F,"$500,000.00","$545,000.00"
Nkosi,Tafari,LAFC,D,"$481,500.00","$481,500.00"
Ryan,Hollingshead,LAFC,D,"$550,000.00","$550,000.00"
Ryan,Raposo,LAFC,M,"$220,000.00","$220,000.00"
Ryan,Porteous,LAFC,D,"$725,000.00","$760,260.00"
Sergi,Palencia,LAFC,D,"$725,000.00","$745,000.00"
Stephen,Eustaquio,LAFC,M,"$1,800,000.00","$1,800,000.00"
Thomas,Hasal,LAFC,GK,"$200,000.00","$210,133.00"
Timothy,Tillman,LAFC,M,"$825,000.00","$881,400.00"
Tyler,Boyd,LAFC,F,"$1,430,000.00","$1,435,000.00"
Alec,Smir,MNUFC,GK,"$113,400.00","$113,400.00"
Anthony,Markanich Jr.,MNUFC,D,"$350,000.00","$395,700.00"
Bongokuhle,Hlongwane,MNUFC,F,"$1,000,000.00","$1,142,500.00"
