RecordID,PlayerID,Club,Position,BaseSalary,GuaranteedComp,Year
LZRjyxFF,lJ8xL5,MTL,D,"225000.00","257000.00",2024
Sjfk5w9e,lJ8xL5,MTL,D,"275000.00","307500.00",2025 Sp
7yzwnZjR,DvAbnA,NYC,M,"60000.0","63045.09",2015
9HDqaVie,wzbrLB,RSL,M,"44100.0","44100.0",2012
HJcDYduo,wzbrLB,RSL,M,"46500.0","46500.0",2013
KDrrzFKV,wzbrLB,ORL,M,"48500.0","56000.0",2014
KORdJiCO,laoINh,MNUFC,GK,"229998.0","247748.0",2017
ztezXkHt,RmWaIL,SEA,M-F,"540000.00","540000.00",2021
haDpmQ1J,RmWaIL,SEA,M-F,"550000.00","550000.00",2022
E6gVID4F,RmWaIL,SEA,M,"550000.00","550000.00",2023
9Eg5rxsc,RmWaIL,SEA,F,"550000.00","550000.00",2024
DIU6KH6e,RmWaIL,DAL,F,"600000.00","600000.00",2025 Sp
3KZltlvL,cCrNev,POR,M,"425000.00","490042.00",2023
Tno5puEe,cCrNev,POR,F,"425000.00","490042.00",2024
5eMFuTs8,cCrNev,POR,F,"490000.00","555342.00",2025 Sp
E23gYVKa,VmJ1AD,COL,M,"212000.00","293360.00",2022
80aHRn1K,VmJ1AD,COL,M-F,"232000.00","313360.00",2023
XnqrJkZ1,PSfw6K,ATL,D,"207000.00","242612.00",2024
4QE3a46s,PSfw6K,ATL,D,"231996.00","267608.00",2025 Sp
jDGaDVtT,q1HLj6,COL,M,"80622.00","80622.00",2025 Sp
AXT9qY8i,UZCL0T,NYC,M,"240000.00","261250.00",2018
1sCNWTJi,1ImO5Z,SJ,F,"34000.0","34000.0",2009
o0GBiVr0,1ImO5Z,COL,F,"40000.0","40000.0",2010
0cN4Qw1H,1ImO5Z,COL,F,"42000.0","42000.0",2011
zTg6CIB8,1ImO5Z,TOR,F,"44100.0","44100.0",2012
nZ9Dubee,1ImO5Z,CHI,F,"46500.0","46500.0",2013
Jzc35Omu,1ImO5Z,CHI,F,"60000.0","60000.0",2014
NevykmPH,1ImO5Z,SJ,F,"100000.0","100000.0",2015
zzRoetpg,1ImO5Z,SJ,F,"247000.0","260666.67",2016
PwxQhnBh,1ImO5Z,SJ,F,"256500.0","270166.67",2017
3hSGaHAx,1ImO5Z,MTL,F,"275500.00","289166.67",2018
07vxCtpt,1ImO5Z,DC,F,"70250.04","70250.04",2019
m85el9dD,kUjys6,MNUFC,F,"525000.00","640500.00",2020
h7QOAwIr,kUjys6,MNUFC,F,"650000.00","785000.00",2022
UibvxEzg,4erRyq,CIN,M-F,"110000.04","172000.04",2019
DSdcJPkf,4erRyq,CIN,M,"125000.00","162000.00",2020
XX36SG2K,4erRyq,RBNY,M,"150000.00","187000.00",2021
n803buHu,4erRyq,RBNY,M,"325000.00","381406.00",2022
lkl11MPt,4erRyq,RBNY,M-F,"350000.00","406406.00",2023
q0IaVDb3,4erRyq,LAFC,M,"574000.00","574000.00",2025 Sp
3ufY1Kos,xWyVcm,ATL,D,"65625.0","65625.0",2017
UAgt4IlU,xWyVcm,ATL,D,"68906.25","68906.25",2018
wVdFcyLv,xWyVcm,ATL,D,"72351.60","72351.60",2019
r8S6wO5E,xWyVcm,MIA,D,"81375.00","81375.00",2020
1Vy5eFrZ,xWyVcm,ATL,D,"81375.00","81375.00",2021
r5dqbJJF,xWyVcm,ATL,D,"85444.00","85444.00",2022
Cue2umUM,KvGbcX,NSH,M,"67360.00","67360.00",2023
5sXL5kre,Pb3y0z,SJ,M,"32600.04","32600.04",2011
KKKOVsh8,Pb3y0z,SJ,M,"44000.0","44000.0",2012
yRFA9urh,KUeN9O,NYC,D,"80622.00","80622.00",2025 Sp
0kVERmsj,0bTbIs,NYC,D,"240000.00","278700.00",2021
OYIWm6dP,0bTbIs,NYC,D,"270000.00","308700.00",2022
g0ipCYrD,0bTbIs,CLB,D,"300000.00","338700.00",2023
Jf12dbXs,0bTbIs,CLB,D,"360000.00","432500.00",2024
LpDFTGp8,0bTbIs,CLB,D,"624996.00","697496.00",2025 Sp
mCO9qes6,4uh4Rf,DAL,M-F,"570000.00","719225.00",2019
bC4F9WfD,zvuVKO,CHI,F,"120000.0","120000.0",2013
1kaqAP3S,zvuVKO,CHI,F,"175000.0","175000.0",2014
CvHAjshO,DuKbRE,VAN,GK,"67360.00","74802.00",2023
ExpixIqz,DuKbRE,VAN,GK,"71401.00","78843.00",2024
SRgMor1w,DuKbRE,VAN,GK,"104000.00","111442.00",2025 Sp
HII8EbTs,swh3zc,PHI,F,"100000.00","102000.00",2024
xJgCjkoN,swh3zc,PHI,F,"120000.00","122000.00",2025 Sp
c5CEsOTA,jgNQP4,SEA,F,"51504.0","51504.0",2016
RwPvVsNW,bP1twF,RSL,M,"80622.00","86512.00",2025 Sp
RiB7aGjd,dR1Jd9,COL,D,"56250.00","80916.67",2019
O3LdlOYd,dR1Jd9,COL,D,"75000.00","76667.00",2020
1wkQE7H1,dR1Jd9,COL,D,"90000.00","91667.00",2021
09d49Pmr,dR1Jd9,COL,D,"105000.00","106667.00",2022
ndKsUQrh,dR1Jd9,COL,D,"120000.00","121667.00",2023
ISq4lEh9,dR1Jd9,COL,D,"150000.00","150000.00",2024
lQAUBNRC,pZHmJv,PHI,F,"35125.0","35125.0",2013
3FiI4Eog,Od3A96,POR,D,"222500.0","244375.0",2017
YRnUpVoO,Od3A96,DC,D,"250000.00","271875.00",2018
UvTx6Yxy,6wFdNd,RBNY,F,"1500000.0","1593750.0",2007
LJ6HxPD1,6wFdNd,RBNY,F,"1500000.0","1593750.0",2008
KErpWKDK,6wFdNd,RBNY,F,"1500000.0","1798000.0",2009
bxZpn4RQ,6wFdNd,RBNY,F,"1620000.0","1918000.0",2010
Yr68UJnW,6wFdNd,CHV,F,"1000000.0","1250000.0",2011
QwcdiYIF,6wFdNd,CHV,F,"350000.0","600000.0",2012
dGphjbGx,wSrCni,LAFC,F,"250000.00","368750.00",2024
xXfq3uul,wSrCni,SD,F,"325000.00","443750.00",2025 Sp
omH9Iom4,5UQYFG,MLS,GK,"33756.0","33756.0",2012
JbqjIo5S,u3EeUH,NE,M,"67500.00","72500.00",2018
BYfuugKT,u3EeUH,NE,M-F,"70250.04","75250.04",2019
YyDbVDIC,u3EeUH,NE,M,"81375.00","86375.00",2020
rDZ9om9S,X9jmkx,NE,D,"600000.0","654333.33",2017
8F9HJAgx,nfOisx,ORL,F,"348000.00","380660.00",2022
Ygx1LGeL,nfOisx,ORL,M,"348000.00","380660.00",2023
k8Kqvs7Y,nfOisx,ORL,F,"500004.00","532664.00",2024
GymantYs,nfOisx,ORL,F,"525000.00","557660.00",2025 Sp
ix9XIOCl,efvSXN,MLS,F,"12900.0","12900.0",2008
tOqxrrND,efvSXN,RBNY,F,"33750.0","33750.0",2012
UkZ0RDNt,Ov0IvA,CIN,D-M,"275000.00","323000.00",2023
sN2QZNTI,Ov0IvA,CIN,M,"350000.00","398000.00",2024
Ccv4ijjg,zF1Ma9,CHI,D,"42000.0","82000.0",2011
hzx1BW7K,zF1Ma9,CHI,D,"65450.0","105450.0",2012
ohPFYU22,zF1Ma9,CHI,D,"91245.0","131245.0",2013
sCC6mzDB,zF1Ma9,SEA,D,"119620.0","159620.0",2014
hOELYx8u,zF1Ma9,KC,D,"120000.0","150000.0",2015
6kXHXurX,zF1Ma9,HOU,M,"62500.0","62500.0",2016
dmDcA5do,zF1Ma9,HOU,D,"110004.0","110004.0",2017
3Jm83Sg6,zF1Ma9,NE,D,"90000.00","90000.00",2018
ZRorTEh8,zF1Ma9,NE,D,"101250.00","101250.00",2019
1LYULH0b,zF1Ma9,NSH,D,"175000.00","175000.00",2020
LIQo8l6D,zF1Ma9,NSH,D,"200000.00","200000.00",2021
RY3UaTUI,zF1Ma9,CLB,D,"150000.00","150000.00",2022
rqUOw8tO,aYJyC3,CLB,M,"42000.0","42000.0",2011
hiLFbCYQ,aYJyC3,CLB,M,"44100.0","44100.0",2012
YNd95NYg,aYJyC3,CLB,M,"46500.0","46500.0",2013
c9AHHHDY,aYJyC3,CLB,M,"48825.0","48825.0",2014
ZbMoFQvy,aYJyC3,KC,M,"135000.0","135000.0",2015
6uLHTciL,aYJyC3,KC,M,"132624.0","132624.0",2016
TDX8sCIg,aYJyC3,MNUFC,M,"105000.0","105000.0",2017
yyN2YBQi,it7ECT,DAL,M,"200000.00","302833.00",2023
gBtOAPs9,it7ECT,DAL,F,"600000.00","702833.00",2024
yJ3wysZb,epV4KB,DC,D,"89716.00","91383.00",2024
aVXjLspG,epV4KB,DC,D,"104000.00","105667.00",2025 Sp
lYb8nUs3,40bAm9,TOR,M,"65500.00","65500.00",2022
F0kHzWoc,40bAm9,TOR,D,"68775.00","72880.00",2023
tkfyBuV6,pHxheG,LA,M-F,"420000.00","420000.00",2019
OTl5Qa5l,B86XfU,CHV,M,"65000.0","72500.0",2013
V2q4mTD5,X6qAWs,NSH,M,"63547.00","63547.00",2020
8d1tLxbJ,X6qAWs,NSH,M,"81375.00","81375.00",2021
EjtnGis9,X6qAWs,NSH,M,"156000.00","176000.00",2022
KBK7FrBG,X6qAWs,NSH,M,"250000.00","270000.00",2023
d3f9Wvpv,X6qAWs,NSH,M,"275000.00","295000.00",2024
jMjCfCcZ,X6qAWs,CIN,M,"104000.00","116500.00",2025 Sp
K5JoPTr5,MuBSTc,SEA,D,"60000.0","60000.0",2014
E7D0EW89,P3slWJ,TOR,M,"35125.0","35125.0",2013
ZOEjQ0j4,P3slWJ,TOR,M,"36504.0","36504.0",2014
3nnoGW6x,P3slWJ,TOR,M,"60000.0","60000.0",2015
8HbsjtgT,2Fuwla,COL,M,"62500.08","62500.08",2016
EAwBwurR,Y2YMc4,HOU,M,"40000.0","40000.0",2010
e9g2G1Cb,m3aJg2,NSH,D,"80622.00","90067.00",2025 Sp
cXYSbGjw,DAlvbh,LAFC,M-F,"600000.00","659000.00",2021
qnVgzhvk,DAlvbh,LAFC,M-F,"624000.00","683000.00",2022
ENrJYurb,DAlvbh,RSL,F,"1899996.00","2088746.00",2023
10cO05VJ,DAlvbh,RSL,F,"1899996.00","2088746.00",2024
Zzr4xzLr,DAlvbh,SJ,F,"2000000.00","2216667.00",2025 Sp
fttHkl7G,yVwNfr,DAL,M,"399999.96","459999.96",2018
543rMd3x,yVwNfr,DAL,M-F,"406666.68","466666.68",2019
ahiWWpQH,yVwNfr,DAL,M,"460000.00","520000.00",2020
aEmsGxKI,CjMQsK,ORL,M,"180000.00","261000.00",2022
EcUh0NK8,CjMQsK,ORL,D-M,"255000.00","294000.00",2023
4DYtebqg,CjMQsK,ORL,M,"675000.00","714000.00",2024
WFolATGa,CjMQsK,ORL,M,"509000.00","548000.00",2025 Sp
eBCjKp3s,ZYbBJF,LA,D,"80000.04","86250.04",2019
uKsOpGqC,ZYbBJF,LA,D,"90000.00","96250.00",2020
Gc48gtIl,ZYbBJF,LA,D,"550000.00","653750.00",2021
supWejIO,ZYbBJF,LA,D,"575000.00","678750.00",2022
Z86gK4tH,R9JBSA,ATL,F-M,"3600000.00","3941667.00",2021
q58yyUAS,R9JBSA,ATL,F-M,"3600000.00","4480333.00",2022
OAZVicEn,p2Iu1T,POR,D,"525000.00","680313.00",2023
mCQMD402,p2Iu1T,POR,D,"550000.00","705313.00",2024
lMjjlMxY,p2Iu1T,POR,D,"575000.00","730313.00",2025 Sp
8kei7vSZ,eoj6pF,RSL,F,"42000.0","42000.0",2011
21mDgumM,eoj6pF,RSL,F,"65000.0","65000.0",2012
3owtaLLi,eoj6pF,MLS,F,"60000.0","60000.0",2013
4cbczmWz,tZO6Sc,NYC,F,"785000.04","788750.04",2019
nVFMDHT3,tZO6Sc,NYC,F,"785000.00","788750.00",2020
kkKNoxLn,tZO6Sc,NYC,F,"785000.00","788750.00",2021
PkXDdrTm,tZO6Sc,NYC,F,"825000.00","914000.00",2022
uV0BSx5b,tZO6Sc,SEA,F,"930000.00","1019000.00",2023
jfiA47qR,yBqiyB,POR,M-F,"65000.04","65000.04",2017
usU1UKRd,yBqiyB,POR,F-M,"54499.92","54499.92",2018
KFdvE0C4,7nkdxl,SJ,F,"12900.0","12900.0",2008
YJvHXr6j,zcvXza,VAN,F,"272727.12","272727.12",2019
tgdOTNXQ,nwIyww,LA,D,"65000.0","72375.0",2017
e5SUHHNi,nwIyww,LA,D,"75000.00","82573.75",2018
ZnHWgqxK,nwIyww,LA,D,"82500.00","90073.75",2019
6MWvFW1I,zvmdTS,PHI,D,"65500.00","76500.00",2022
pougFeYr,QQK2fm,HOU,D,"35125.0","35125.0",2013
OQlY19ho,QQK2fm,HOU,D,"36504.0","36504.0",2014
FXiXkvpc,D2NtS0,CLT,M,"400000.00","437500.00",2023
gOXdFrOq,vyJBzF,CLB,M,"67360.00","69205.00",2023
8kGPzuij,vyJBzF,CLB,F,"89716.00","91561.00",2024
Mp1OfE05,vyJBzF,CLB,F,"350000.00","389375.00",2025 Sp
lfBsZ9jw,y2UFDh,CLB,M,"54500.04","54500.04",2018
Y9eCCeFf,y2UFDh,CLB,M-F,"57225.00","57225.00",2019
4AC8tXoT,y2UFDh,MLS,M,"81375.00","81375.00",2020
mcaMFP9g,8CAiH4,DC,M-D,"45000.0","76200.0",2007
4r3m8pjB,8CAiH4,MTL,D/M,"65000.0","65000.0",2012
vxDLAHCw,OnERZn,CIN,D,"550000.00","611354.00",2023
Yfbsk2jJ,4mWiX3,CHV,GK,"45000.0","45000.0",2011
qSSBC3R2,pxBz14,CHI,D,"462000.00","472000.00",2024
Y7d9XMNo,QeGAae,PHI,F,"350004.0","350004.0",2015
cd4FTXbz,Fn2mwZ,CHI,M,"225000.0","225000.0",2007
Sbxf0lHL,mPjO7G,POR,F,"600000.00","608333.33",2018
QxWwE0vb,gntYMu,CLT,D,"63547.00","63547.00",2021
VhmOABAw,gntYMu,CLT,D,"65500.00","65500.00",2022
neRKYnzP,gntYMu,MLS,D,"85444.00","85444.00",2023
3zjzA7W6,xdL1TD,COL,M,"42000.0","51464.29",2011
O5nWpx55,xdL1TD,COL,M,"44100.0","53564.29",2012
4IuBd47R,xdL1TD,COL,M,"46500.0","55964.29",2013
a7hZ7wiM,xdL1TD,COL,M,"36504.0","36504.0",2014
z2GDWvgc,daQzYP,VAN,M,"2499996.00","2877774.00",2024
URsLzAVO,i0eEcm,KC,M,"100000.0","101875.0",2007
Q9NeEK0D,i0eEcm,KC,M,"105000.0","106875.0",2008
Nd9LxJIe,i0eEcm,KC,M,"220000.0","228750.0",2009
I8uHmIQZ,i0eEcm,KC,M,"220000.0","228750.0",2010
4zvU5g5o,i0eEcm,KC,M,"250000.0","258750.0",2011
kh1fw160,i0eEcm,MTL,M,"275000.0","290000.0",2012
faPZskNq,i0eEcm,MTL,M,"275000.0","290000.0",2013
lu2PfaKU,i0eEcm,DC,M,"212500.0","212500.0",2014
GDViOK92,i0eEcm,DC,M,"212500.0","212500.0",2015
CTLVbPDZ,dPcIuM,RSL,F,"65400.0","71650.0",2011
WqDoAtLV,CFJIRk,POR,D,"135000.0","155600.0",2017
u1L5KZmu,zBJa5X,SEA,D,"393600.00","500850.00",2019
0jfMbTTC,zBJa5X,SEA,D,"393600.00","500850.00",2020
5OUDXBxR,zBJa5X,SEA,D,"393600.00","500850.00",2021
l1O3avma,zBJa5X,SEA,D,"700000.00","700000.00",2022
0dXpxVDe,zBJa5X,SEA,D,"750000.00","750000.00",2023
bcpzqr96,zBJa5X,NE,D,"775000.00","775000.00",2024
HWIoYkMm,FrM9fh,MTL,M,"240000.0","290976.67",2017
bheRt9bL,UK0YLG,MNUFC,M,"84000.00","103667.00",2022
DzJx3qh4,UK0YLG,MNUFC,D-M,"170000.00","189667.00",2023
IZZxtTGF,O7EYPh,RSL,M,"56250.00","56250.00",2019
SQlq6kwt,O7EYPh,RSL,M,"73763.00","73763.00",2020
kbiKflaS,Aob9ER,PHI,D,"60000.0","64500.0",2010
seH3T3nQ,oW6Pl1,CLB,F,"216000.0","225375.0",2012
nDg55zzN,oW6Pl1,CLB,F,"216000.0","225375.0",2013
ql9Wt0gc,oW6Pl1,CLB,F,"135000.0","135000.0",2014
LMBozA2O,oW6Pl1,DC,F,"150000.0","165000.0",2015
E2D72f3O,y3zv3m,DC,M,"624999.96","663999.96",2018
PbXkmfFH,y3zv3m,DC,M,"675000.00","707000.00",2019
qtwAUYuG,y3zv3m,DC,M,"725000.00","757000.00",2020
jaxPyYos,y3zv3m,DC,M,"1000000.00","1050000.00",2021
ZhLAfaW8,y3zv3m,DAL,M,"1100000.00","1130000.00",2022
H9sbCXtN,y3zv3m,DAL,M,"1550000.00","1729400.00",2023
zvtDqWSD,y3zv3m,DAL,F,"1550000.00","1729400.00",2024
FfiQfrz2,y3zv3m,SEA,F,"1000000.00","1142500.00",2025 Sp
z9uTl8Uj,hI7qce,NYC,M,"80622.00","93620.00",2025 Sp
lE5VHFkG,5mXwSk,MIA,D-M,"150000.00","297708.00",2023
8YGumXst,yfr8qe,CHI,F,"156000.0","178850.0",2017
4Ja9YOdB,tRc0oF,RBNY,F,"44000.0","44000.0",2012
aGjsbK4G,rBLVEs,CHV,F,"33000.0","40500.0",2007
yv98KYzL,AwnCtI,HOU,F,"89716.00","94314.00",2024
J7AQ5maP,AwnCtI,HOU,F,"104000.00","108598.00",2025 Sp
XWXhJg8r,EAexTa,ATL,M,"150000.0","150000.0",2017
SpBYSl77,EAexTa,DC,M,"436363.56","520522.65",2018
qIhhDjw3,EAexTa,DC,M-F,"425000.00","492667.00",2020
ykKiGXHE,EAexTa,DC,M-F,"475000.00","542667.00",2021
lhPAymQ4,EAexTa,DC,M,"100000.00","100000.00",2023
h8K44kXu,EAexTa,CIN,F,"89716.00","89716.00",2024
EBK3mvqo,sK7cBl,ORL,D,"360000.00","391500.00",2018
yODCFx3f,sK7cBl,ORL,D-M,"420000.00","451500.00",2019
UpMUdQxu,64DEwS,ATX,D,"65500.00","65500.00",2022
wzjT1bCf,Qv4PCS,ATX,D,"68775.00","68775.00",2023
xW814YCN,1yJAeK,HOU,M,"30000.0","30000.0",2007
EUf76OqH,1yJAeK,HOU,M,"33000.0","33000.0",2008
BKYkp75b,1yJAeK,HOU,M,"34650.0","34650.0",2009
gjKAgE8M,1yJAeK,HOU,M,"40000.0","40000.0",2010
hBPGuKpY,1yJAeK,HOU,M,"80000.0","84500.0",2011
8WqMfCRP,1yJAeK,HOU,M,"90000.0","94500.0",2012
SdcMf9WO,1yJAeK,HOU,M,"101250.0","105750.0",2013
wpSNaL6O,1yJAeK,HOU,M,"165000.0","174750.0",2014
P3mujoQl,1yJAeK,ORL,M,"180000.0","189750.0",2015
9Qkt9bT8,1yJAeK,CLB,D,"95000.0","105500.0",2016
PyEIrJxa,YXGL8Y,SJ,M,"63547.00","63547.00",2021
oFJeYW8t,YXGL8Y,SJ,M,"66724.00","66724.00",2022
EBOYINz2,pdPq6q,POR,F,"60000.0","60000.0",2015
CdGOs3pA,pdPq6q,POR,M-F,"76000.0","76000.0",2016
0vXLzefm,pdPq6q,POR,M-F,"138000.0","138000.0",2017
rqS92M6S,pdPq6q,POR,F-M,"180000.00","193750.00",2018
qWLv5q1q,pdPq6q,POR,M-F,"200000.04","213750.04",2019
Qd4lgim0,pdPq6q,POR,M-F,"250000.00","263750.00",2020
p6weK2TI,pdPq6q,POR,M-F,"275000.00","277500.00",2021
yurQsTYV,pdPq6q,POR,M-F,"350000.00","352500.00",2022
LXE0k0Vr,pdPq6q,POR,M,"365000.00","377500.00",2023
KnSikbLs,KYVucE,MTL,,"63547.00","71310.00",2021
4yjEOsVB,KYVucE,MTL,M,"66724.00","74104.00",2022
IhD9YbAB,KYVucE,MTL,M,"85444.00","94749.00",2023
gcIFdVn9,BG6x8l,CIN,F,"259000.00","273000.00",2021
sP6c7Q78,BG6x8l,CIN,F,"350000.00","364000.00",2022
DovYXkxl,u74hIo,SEA,M,"63547.00","68162.00",2020
s3mr5Ks3,u74hIo,SEA,M,"63547.00","68161.00",2021
owDO2KGB,u74hIo,SEA,M,"84000.00","88557.00",2022
tDjmMW2C,u74hIo,SEA,D-M,"92400.00","96762.00",2023
YHRXYUjN,u74hIo,SEA,M,"350000.00","350000.00",2024
Rmn4PqRK,u74hIo,COL,M,"350000.00","350000.00",2025 Sp
CkJV0cxZ,kb9xbt,CHI,F,"46500.0","51500.0",2013
vsTkSp2t,ofP0o5,TOR,D,"12900.0","12900.0",2007
rxOsj1YN,ofP0o5,TOR,D,"12900.0","12900.0",2008
PqaEtWVQ,ofP0o5,TOR,D,"34000.0","34000.0",2009
4vYlx5D3,ofP0o5,TOR,D,"40000.0","40000.0",2010
UbLy2g4a,ofP0o5,SJ,D,"45000.0","45000.0",2011
0AII6wFk,ofP0o5,SJ,D,"61665.0","61665.0",2013
tuZkJUV6,ofP0o5,DC,D,"62500.0","65575.52",2014
NU0YA2lS,57ap4f,RSL,GK,"46500.0","46500.0",2013
kGTu9YBI,57ap4f,RSL,GK,"48825.0","48825.0",2014
RsHKuy2q,57ap4f,RSL,GK,"60000.0","65083.33",2015
BjOxpQkt,57ap4f,RSL,GK,"90000.0","95083.33",2016
RjKHRS5U,57ap4f,POR,GK,"100000.0","105083.33",2017
y5oCNZp0,57ap4f,POR,GK,"114999.96","123999.96",2018
Z80JgHhK,57ap4f,POR,GK,"174999.96","187249.96",2019
AOaEUNzt,57ap4f,POR,GK,"175000.00","187250.00",2020
AjeW1XdN,57ap4f,POR,GK,"108000.00","114125.00",2021
uv0LlUzL,ZhzS3e,DAL,F,"124999.92","168999.92",2018
Jn28vXBN,ZhzS3e,DAL,M-F,"135000.00","179000.00",2019
s5gH8j5b,ZhzS3e,DAL,F,"145000.00","174000.00",2020
V6XOr5nT,mCFV02,LAFC,M,"450000.00","468000.00",2018
BoFw7SJE,mCFV02,LAFC,D-M,"474999.96","492999.96",2019
3LDX6D3e,mCFV02,LAFC,M,"600000.00","618000.00",2020
nmI0Fskx,mCFV02,LAFC,M,"550000.00","1278000.00",2021
z9GIcG8e,mCFV02,LAFC,M,"689700.00","689700.00",2024
sMBTGtd9,mCFV02,ORL,M,"600000.00","725000.00",2025 Sp
7wiVdoCV,wk0KNk,TOR,D,"75000.0","93750.0",2017
ywe2Phdy,8qrLjT,LA,D,"275000.00","285000.00",2023
Xs8V0UiB,8qrLjT,LA,D,"325000.00","335000.00",2024
1WIPew85,8qrLjT,LA,D,"350000.00","360000.00",2025 Sp
ESH8vgTI,DAd7l5,HOU,M,"67360.00","71110.00",2023
4xSgnedw,k9dLHz,DAL,D,"80622.00","92740.00",2025 Sp
ukbx2aR6,J8igRO,DC,M,"44004.0","44004.0",2012
tsh596TT,8L72E0,TOR,D,"200004.00","272504.00",2018
nc4Sa1PQ,8L72E0,TOR,D,"225000.00","276666.67",2019
9sw33Off,8L72E0,TOR,D,"300000.00","328750.00",2020
2thkGKMO,8L72E0,TOR,D,"360000.00","388750.00",2021
d7xRbDzu,8L72E0,TOR,D,"400000.00","428750.00",2022
azrIDeyc,UWn1WK,KC,M,"140000.0","148125.0",2010
hSy3tIZh,UWn1WK,RBNY,M,"60000.0","80000.0",2011
CLm9jGot,NEybnL,HOU,F-M,"65500.00","65500.00",2022
0jnwydBY,NEybnL,HOU,F,"67360.00","67360.00",2023
CH63L8gb,WJyXTm,DAL,M,"45000.0","78000.0",2008
n5E099lq,WJyXTm,DAL,M,"70000.0","103000.0",2009
fHGlfsBt,WJyXTm,DAL,M,"75000.0","108000.0",2010
7tbtKune,WJyXTm,TOR,M,"100000.0","133000.0",2011
LELcFHGB,WJyXTm,TOR,M,"125000.0","158000.0",2012
yOnfzfH6,WJyXTm,CHV,M,"100000.0","120000.0",2013
gdvjSlOU,WJyXTm,CHV,M,"115000.0","135000.0",2014
nZEfGv01,WJyXTm,ORL,M,"72000.0","77000.0",2015
kLbcKKAw,tuVXNJ,MIA,D,"360000.00","387500.00",2023
6c83fELm,tuVXNJ,MIA,D,"384996.00","412496.00",2024
J6BOwd76,tuVXNJ,MIA,D,"439992.00","467492.00",2025 Sp
M7HF8RBr,4B38uv,CIN,D,"1080000.00","1205675.00",2024
JUaEJlSN,4B38uv,COL,D,"1272000.00","1397675.00",2025 Sp
OwEyocCd,kmOe8q,HOU,D,"80622.00","89089.00",2025 Sp
xoNgsEDB,cuuBJL,NYC,D-M,"53004.0","53004.0",2017
PlTHmUNg,cuuBJL,NYC,D-M,"55654.20","55654.20",2018
8NrbmUP2,wBbthZ,POR,M,"275000.00","395000.00",2022
ZDY4nTsA,wBbthZ,POR,D-M,"375000.00","496000.00",2023
HEqU56oW,wBbthZ,POR,M,"400000.00","452000.00",2024
Bn44ChFr,wBbthZ,POR,M,"425000.00","477000.00",2025 Sp
j2Qusqzp,kX41fe,SJ,D,"17700.0","17700.0",2008
r7D4gv1G,3PQztA,PHI,M,"50000.0","50000.0",2015
zRJUX6Aa,3PQztA,PHI,M,"62500.0","62500.0",2016
cb5xW0Qv,3PQztA,PHI,M,"65625.0","65625.0",2017
KkVkYGMm,rQqNXK,MIA,M,"63547.00","63547.00",2021
4XyaLFpE,rQqNXK,MIA,M,"65500.00","65500.00",2022
F5JWni26,rQqNXK,MIA,M,"85444.00","85444.00",2023
T0K3gSlq,IOYyDb,SEA,D,"48504.0","51147.54",2014
frQPlD4G,IOYyDb,SEA,D,"60000.0","62826.88",2015
BO7MZUK3,IOYyDb,COL,M,"63000.0","65826.88",2016
Z3X04Tti,IOYyDb,COL,M,"110000.0","116625.0",2017
yDFlcioo,IOYyDb,MTL,M,"125000.00","131625.00",2018
Eu070GuK,29Bz20,CHI,D-M,"140000.04","146625.04",2019
WdO6i0hE,29Bz20,CHI,M,"155000.00","161625.00",2020
yId4UZpN,2pKSi0,RBNY,D,"230000.0","278000.0",2016
6GX8tzVV,2pKSi0,RBNY,D,"230000.0","315500.0",2017
c94TneYB,Lb2xZP,TOR,F,"51500.0","51500.0",2016
4II7HSZJ,Lb2xZP,MLS,F,"54075.0","54075.0",2017
5HGIFvB8,Lc5hhz,SJ,M,"32600.0","32600.0",2011
zgGiH2BQ,Lc5hhz,SJ,M,"44000.0","44000.0",2012
narE6vTs,Lc5hhz,SJ,M,"49500.0","49500.0",2013
6lFNzWsG,DORm5z,NYC,F,"950000.00","1198000.00",2021
o4ZlhzKB,DORm5z,NYC,F,"950000.00","1198000.00",2022
zIMKPosI,DORm5z,NYC,M,"950000.00","1198000.00",2023
2pmv4MDx,DORm5z,NYC,F,"950000.00","1065000.00",2024
m1bbpOLi,DORm5z,NYC,F,"950000.00","1065000.00",2025 Sp
8FBoPNy1,tD86Zk,MNUFC,D,"71401.00","73285.00",2024
oAtDyRyd,NyDscz,NE,D,"138000.0","138000.0",2008
kWoB0prU,NyDscz,NE,D,"138000.0","138000.0",2009
8pIAFj2B,QLOAL8,COL,F,"50000.0","50000.0",2015
aHpqFfqe,QLOAL8,COL,F,"53472.0","53472.0",2016
qhmEsk28,QLOAL8,COL,F,"65000.0","65000.0",2017
hI5w6mlg,QLOAL8,DAL,F,"162500.04","168750.04",2018
a34IQnpa,QLOAL8,DAL,F,"200000.04","206250.04",2019
Sr79teu1,QLOAL8,NSH,F,"250000.00","256250.00",2020
aJXAgn5k,QLOAL8,COL,F,"300000.00","306250.00",2021
AgBSSXzI,QLOAL8,CIN,F,"500000.00","555000.00",2022
7eBGP3bU,QLOAL8,CIN,F,"550000.00","605000.00",2023
ToQQ4JmN,QLOAL8,DC,F,"89716.00","124716.00",2024
BbfVepGj,QLOAL8,DC,F,"400000.00","435000.00",2025 Sp
elzotJOp,5lVVOR,VAN,M,"71401.00","71401.00",2024
TLJfWk6q,5lVVOR,VAN,M,"80622.00","80622.00",2025 Sp
