FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
Nick,Besler,Real Salt Lake,M,84999.96,84999.96
Matt,Besler,Sporting Kansas City,D,574997.64,674997.64
Vincent,Bezecourt,New York Red Bulls,M-F,70875.00,73295.62
David,Bingham,LA Galaxy,GK,375000.00,375000.00
Eric,Bird,Houston Dynamo,M,70875.00,70875.00
Steven,Birnbaum,DC United,D,525000.00,550000.00
Jose,Bizama,Houston Dynamo,D,243636.00,292427.18
Tristan,Blackmon,LAFC,D,70250.04,72983.95
Andre,Blake,Philadelphia Union,GK,500004.00,550004.00
Sebastian,Blanco,Portland Timbers,M-F,2740008.00,2853341.33
Latif,Blessing,LAFC,M-F,93750.00,110416.67
Johan,Blomberg,Colorado Rapids,M,250962.00,250962.00
Anthony,Blondell,Vancouver Whitecaps,F,262500.00,307703.25
Emmanuel,Boateng,DC United,M,185000.04,185000.04
Corben,Bone,FC Cincinnati,M,70250.04,70250.04
Alex,Bono,Toronto FC,GK,350000.04,382000.04
Jonathan,Bornstein,Chicago Fire,D-M,240000.00,263200.00
Gustavo,Bou,New England Revolution,F,2100000.00,2100000.00
Michael,Boxall,Minnesota United,D,300000.00,317333.33
Michael,Bradley,Toronto FC,M,6000000.00,6500000.00
Zachary,Brault-Guillard,CF Montreal,D,72000.00,81000.00
,Bressan,FC Dallas,D,485300.04,521931.29
Frederic,Brillant,DC United,D,264999.96,299999.96
Brandt,Bronico,Chicago Fire,M,84999.96,90624.96
Will,Bruin,Seattle Sounders FC,F,350000.04,358333.37
Tajon,Buchanan,New England Revolution,M-F,90000.00,126000.00
Rece,Buckmaster,New York Red Bulls,D,56250.00,56250.00
Teal,Bunbury,New England Revolution,F,225750.00,270750.00
Cory,Burke,Philadelphia Union,F,75937.56,79720.37
Evan,Bush,CF Montreal,GK,232000.08,294666.75
Gianluca,Busio,Sporting Kansas City,M-F,90000.00,92500.00
Antonio,Bustamante,DC United,D-M,70250.04,74484.83
Handwalla,Bwana,Seattle Sounders FC,M-F,57225.00,57225.00
Brandon,Bye,New England Revolution,D,59950.08,63244.93
Juan,Cabezas,Houston Dynamo,D-M,268008.00,292008.00
Victor,Cabrera,CF Montreal,D,150000.00,172328.33
Chris,Cadden,Columbus Crew,M,56250.00,56250.00
Luis,Caicedo,New England Revolution,D-M,300000.00,300000.00
Juan Fernando,Caicedo,New England Revolution,F,500000.04,500000.04
Scott,Caldwell,New England Revolution,M,142312.56,153208.56
Jeff,Caldwell,New York City FC,GK,57225.00,57225.00
Alexander,Callens,New York City FC,D,600000.00,664000.00
Eric,Calvillo,San Jose Earthquakes,M,120000.00,136500.00
Francisco,Calvo,Chicago Fire,D,600000.00,672600.00
Rudy,Camacho,CF Montreal,D,700000.08,749152.58
Jonathan,Campbell,Seattle Sounders FC,D,70250.04,70250.04
Diego,Campos,Chicago Fire,D,70250.04,72825.04
Reggie,Cannon,FC Dallas,D,80250.00,80250.00
Russell,Canouse,DC United,M,247500.00,247500.00
Andrew,Carleton,Atlanta United,M-F,84999.96,97399.96
Julian,Carranza,Inter Miami,F,70250.04,70250.04
Servando,Carrasco,LA Galaxy,M,70250.04,70250.04
Julio,Cascante,Portland Timbers,D,170004.00,170004.00
Cristian,Casseres,New York Red Bulls,M,79999.92,118749.92
Valentin,Castellanos,New York City FC,M-F,249999.96,274806.41
Edgar,Castillo,New England Revolution,D,249999.96,249999.96
Emanuel,Cecchini,Seattle Sounders FC,M,648000.00,789000.00
Darwin,Ceren,Houston Dynamo,D-M,300000.00,349375.00
Edwin,Cerrillo,FC Dallas,D-M,70250.04,100250.04
Thomas,Chacon,Minnesota United,M,324999.96,336999.96
Maxime,Chanot,New York City FC,D,650000.04,650000.04
Jay,Chapman,Toronto FC,M,120000.00,138500.00
Diego,Chara,Portland Timbers,M,550000.08,568750.08
Michaell,Chirinos,Vancouver Whitecaps,M,360000.00,396875.00
Mathieu,Choiniere,CF Montreal,M,80000.04,86390.04
Laurent,Ciman,Toronto FC,D,399999.96,435624.96
Ricardo,Clark,Columbus Crew,M,159999.96,159999.96
Steve,Clark,Portland Timbers,GK,140000.04,140000.04
Stefan,Cleveland,Chicago Fire,GK,70250.04,70250.04
Elliot,Collier,Chicago Fire,M-F,57225.00,57225.00
Aurelien,Collin,Philadelphia Union,D,175000.08,175000.08
Cristian,Colman,FC Dallas,F,500000.04,585000.04
Josue,Colman,Orlando City SC,M-F,450000.00,450000.00
Simon,Colyn,Vancouver Whitecaps,M-F,56250.00,81250.00
Tomas,Conechny,Portland Timbers,M-F,396000.00,396000.00
Derek,Cornelius,Vancouver Whitecaps,D,99999.96,111912.46
Joe,Corona,LA Galaxy,M,549999.96,578499.96
Jorge,Corrales,CF Montreal,D,70875.00,70875.00
Cade,Cowell,San Jose Earthquakes,F,57225.00,67225.00
Warren,Creavalle,Philadelphia Union,D-M,162000.00,175300.00
Maxime,Crepeau,Vancouver Whitecaps,GK,90000.00,94083.33
Alex,Crognale,Columbus Crew,D,104504.40,104504.40
Sam,Cronin,Major League Soccer,M,330000.00,396990.33
Cody,Cropper,New England Revolution,GK,77519.52,77519.52
Allan,Cruz,FC Cincinnati,M,300000.00,333125.00
Emil,Cuello,LA Galaxy,M-F,70250.04,70250.04
Harold,Cummings,San Jose Earthquakes,D,270000.00,320666.67
Rashawn,Dally,FC Cincinnati,F,56250.00,59658.75
Aidan,Daniels,Toronto FC,M-F,57225.00,57225.00
Abu,Danladi,Minnesota United,F,145000.08,180000.08
Sean,Davis,New York Red Bulls,M,300000.00,327500.00
Alex,De John,Orlando City SC,D,135000.00,146614.17
Jack,De Vries,Philadelphia Union,M-F,90000.00,120556.25
Nicolas,Del Grecco,Major League Soccer,D,120000.00,121125.00
AJ,DeLaGarza,Houston Dynamo,D,249999.96,253749.96
Jordy,Delem,Seattle Sounders FC,D-M,70875.00,70875.00
Nick,DeLeon,Toronto FC,D-M,159528.00,175269.67
"Marco ""Marky""",Delgado,Toronto FC,M,252999.96,252999.96
Mathieu,Deplagne,FC Cincinnati,D,240000.00,254400.00
Tyler,Deric,Houston Dynamo,GK,159999.96,167499.96
Justin,Dhillon,Seattle Sounders FC,F,70250.04,70250.04
Luis,Diaz,Columbus Crew,M,300000.00,333900.00
Eric,Dick,Sporting Kansas City,GK,70250.04,73699.58
Claude,Dielna,Portland Timbers,D,560000.04,600000.04
Adama,Diomande,LAFC,F,849999.96,934999.96
Clement,Diop,CF Montreal,GK,94500.00,98190.00
Jon Erice,Dominguez,Vancouver Whitecaps,M,654545.52,752363.70
Griffin,Dorsey,Toronto FC,M-F,90000.00,134000.00
Jonathan,dos Santos,LA Galaxy,M,2000000.04,2000000.04
Hassani,Dotson,Minnesota United,M,56250.00,56250.00
Cameron,Duke,Sporting Kansas City,M,56250.00,69250.00
Kyle,Duncan,New York Red Bulls,D,70250.04,70250.04
Julian,Dunn,Toronto FC,D,57225.00,57225.00
Chris,Durkin,DC United,D-M,95000.04,104375.04
Dom,Dwyer,Orlando City SC,F,1320000.00,1503333.33
Jeremy,Ebobisse,Portland Timbers,F,174999.96,237999.96
Raheem,Edwards,Chicago Fire,M,70250.04,70250.04
Earl,Edwards,DC United,GK,70250.04,73583.37
Philip,Ejimadu,LAFC,GK,56250.00,56250.00
Mohammed,El-Mounir,LAFC,D,185000.04,207666.71
Alberth,Elis,Houston Dynamo,M-F,650340.00,650340.00
Jack,Elliott,Philadelphia Union,D,250000.08,265000.08
Tsubasa,Endoh,Toronto FC,M-F,70250.04,75583.37
Marcus,Epps,New York Red Bulls,M-F,70250.04,74541.71
Magnus,Eriksson,San Jose Earthquakes,M-F,450000.00,450000.00
Franco,Escobar,Atlanta United,D,300000.00,300000.00
Cristian,Espinoza,San Jose Earthquakes,M-F,500000.04,550000.04
Roger,Espinoza,Sporting Kansas City,M,800000.04,800000.04
Derrick,Etienne,FC Cincinnati,M-F,77062.56,82062.56
Marco,Fabian,Philadelphia Union,M-F,2000727.24,2274087.24
Diego,Fagundez,New England Revolution,M-F,185000.04,205000.04
Rod,Fanni,CF Montreal,D,299250.00,299250.00
Marco,Farfan,Portland Timbers,D,80250.00,80250.00
Andrew,Farrell,New England Revolution,D,209229.96,344229.96
Benny,Feilhaber,Sporting Kansas City,M,413400.00,463400.00
Luis,Felipe,San Jose Earthquakes,D-M,70875.00,71625.00
Rolf,Feltscher,LA Galaxy,D,218000.04,242650.04
Gerso,Fernandes,Sporting Kansas City,M-F,550008.00,550008.00
Omir,Fernandez,New York Red Bulls,M-F,80000.04,95000.04
Brian,Fernandez,Portland Timbers,M-F,1200000.00,1275800.00
Marcelo,Ferreira,Chicago Fire,D,774999.96,797499.96
Jesus,Ferreira,FC Dallas,F,70250.04,70250.04
Carlos,Fierro,San Jose Earthquakes,M-F,660000.00,718800.00
Maynor,Figueroa,Houston Dynamo,D,70250.04,70250.04
Ethan,Finlay,Minnesota United,M-F,400008.00,400008.00
Nicolas,Firmino,New England Revolution,M,70250.04,73916.71
Oniel,Fisher,DC United,D,70250.04,74916.71
Andres,Flores,Portland Timbers,M-F,70250.04,70250.04
Anthony,Fontana,Philadelphia Union,M-F,70260.00,78677.60
Andreu,Fontas,Sporting Kansas City,D,1050000.00,1050000.00
Kortne,Ford,Colorado Rapids,D,92496.00,92496.00
Waylon,Francis,Columbus Crew,D,160000.08,199166.75
Przemyslaw,Frankowski,Chicago Fire,M-F,450000.00,661687.50
Liam,Fraser,Toronto FC,D-M,70875.00,75875.00
Tyler,Freeman,Sporting Kansas City,F,70249.92,82749.92
Matt,Freese,Philadelphia Union,GK,70000.08,77650.08
Stefan,Frei,Seattle Sounders FC,GK,325000.08,337500.08
Alejandro,Fuenmayor,Houston Dynamo,D,145008.00,172508.00
Gilbert,Fuentes,San Jose Earthquakes,M,80000.04,92000.04
Raymon,Gaddis,Philadelphia Union,D,190000.08,190000.08
Nicolas,Gaitan,Chicago Fire,M-F,1400004.00,2197504.00
Jon,Gallagher,Atlanta United,M-F,70250.04,70250.04
Erickson,Gallardo,Toronto FC,M,275004.00,306916.60
Oscar Boniek,Garcia,Houston Dynamo,M,168000.00,183000.00
Kevin,Garcia,Houston Dynamo,D,72360.84,72360.84
Greg,Garza,FC Cincinnati,D,270000.00,270000.00
Shkelzen,Gashi,Major League Soccer,M-F,1575000.00,1668750.00
Chase,Gasper,Minnesota United,D,56250.00,56250.00
Logan,Gdula,FC Cincinnati,D,56250.00,59575.00
Carles,Gil,New England Revolution,M-F,2100000.00,2337500.00
"Victor ""PC""",Giro,Vancouver Whitecaps,D-M,105000.00,110312.50
Justen,Glad,Real Salt Lake,D,345000.00,366700.00
Anibal,Godoy,San Jose Earthquakes,D-M,450000.00,498125.00
Erik,Godoy,Vancouver Whitecaps,D,381818.16,449318.16
Jesse,Gonzalez,FC Dallas,GK,217500.00,231500.00
Omar,Gonzalez,Toronto FC,D,918000.00,1193935.50
Giancarlo,Gonzalez,LA Galaxy,D,650000.04,719583.37
Leandro,Gonzalez Pirez,Atlanta United,D,775008.00,810008.00
Chris,Goslin,Atlanta United,M-F,90000.00,90000.00
Jan,Gregus,Minnesota United,M,750000.00,883500.00
Julian,Gressel,Atlanta United,M,114249.96,132999.96
Adam,Grinwis,Orlando City SC,GK,70875.00,70875.00
Alejandro,Guido,LAFC,D-M,120000.00,120000.00
Felipe,Gutierrez,Sporting Kansas City,M,1599999.96,1649999.96
Jeremiah,Gutjahr,Chicago Fire,M,56250.00,56250.00
Andrew,Gutman,FC Cincinnati,D,99999.96,99999.96
Brad,Guzan,Atlanta United,GK,680004.00,740004.00
David,Guzman,Columbus Crew,D-M,320000.04,340000.04
Joe,Gyau,FC Cincinnati,M,148200.00,168640.00
Justin,Haak,New York City FC,M,56250.00,56250.00
Nick,Hagglund,FC Cincinnati,D,137504.40,147129.40
Jimmy,Hague,FC Cincinnati,GK,56250.00,56250.00
Marlon,Hairston,Houston Dynamo,M-F,155004.00,155004.00
Siad,Haji,San Jose Earthquakes,M,75000.00,104000.00
Bill,Hamid,DC United,GK,461820.00,487495.00
Jordan,Hamilton,Columbus Crew,F,124992.00,137658.67
Niko,Hansen,Houston Dynamo,M-F,71662.56,79162.56
Jordan,Harvey,LAFC,D,165000.00,165000.00
Thomas,Hasal,Vancouver Whitecaps,GK,56250.00,66250.00
Nicolas,Hasler,Sporting Kansas City,M,168000.00,183666.67
Jacori,Hayes,FC Dallas,M,71662.56,79162.56
Matt,Hedges,FC Dallas,D,550008.00,575008.00
Doneil,Henry,Vancouver Whitecaps,D,190008.00,204241.71
Fabian,Herbers,Chicago Fire,M-F,135000.00,135000.00
Zachary,Herivaux,New England Revolution,M,72351.60,87351.60
Jose Rafael,Hernandez,Atlanta United,D,140004.00,140004.00
Moises,Hernandez,FC Dallas,D,90000.00,90000.00
Felipe,Hernandez,Sporting Kansas City,M,56250.00,56250.00
Aaron,Herrera,Real Salt Lake,D,86000.04,86000.04
Federico,Higuain,Columbus Crew,M-F,1100000.04,1100000.04
Cristian,Higuita,Orlando City SC,M,474996.00,611662.67
Tomas,Hilliard-Arce,LA Galaxy,D,99999.96,123124.96
Danny,Hoesen,San Jose Earthquakes,F,500000.04,549666.71
Ryan,Hollingshead,FC Dallas,D-M,174999.96,174999.96
Erik,Holt,Real Salt Lake,D,70250.04,70250.04
Alex,Horwath,Real Salt Lake,GK,95000.04,100862.54
Tim,Howard,Colorado Rapids,GK,2000000.04,2475000.04
Justin,Hoyte,FC Cincinnati,D,70250.04,70250.04
Matt,Hundley,Colorado Rapids,M-F,65000.04,99000.04
Erik,Hurtado,Sporting Kansas City,F,174999.96,181249.96
Emerson,Hyndman,Atlanta United,M,360000.00,360000.00
Romario,Ibarra,Minnesota United,M-F,500000.04,546250.04
Miguel,Ibarra,Minnesota United,M,309996.00,342318.00
Sebastien,Ibeagha,New York City FC,D,74250.00,74250.00
Zlatan,Ibrahimovic,LA Galaxy,F,7200000.00,7200000.00
,Ilsinho,Philadelphia Union,M,330000.00,357000.00
Hwang,In-Beom,Vancouver Whitecaps,M,600000.00,655000.00
Clint,Irwin,Colorado Rapids,GK,126000.00,138707.24
Aljaz,Ivacic,Portland Timbers,GK,150000.00,160000.00
Andreas,Ivan,Major League Soccer,M-F,264000.00,330600.00
Niki,Jackson,Colorado Rapids,F,57225.00,57225.00
Anthony,Jackson-Hamel,CF Montreal,F,160000.08,175000.08
Modou,Jadama,Portland Timbers,D,70250.04,70250.04
Dejan,Jakovic,LAFC,D,150000.00,153750.00
Bradford,Jamieson,LA Galaxy,F,76403.28,76403.28
Robin,Jansson,Orlando City SC,D,261000.00,289800.00
Leonardo,Jara,DC United,D,500000.04,560000.04
Hector,Jimenez,Columbus Crew,D-M,200000.04,200000.04
Sean,Johnson,New York City FC,GK,399999.96,399999.96
Will,Johnson,Orlando City SC,M,455004.00,491004.00
Sam,Johnson,Real Salt Lake,F,650000.04,767500.04
DeJuan,Jones,New England Revolution,M-F,56250.00,56250.00
Derrick,Jones,Philadelphia Union,M,75000.00,80900.00
Joevin,Jones,Seattle Sounders FC,M,482004.00,528670.67
Mathias,Jorgensen,New York Red Bulls,F,275000.04,306250.04
,Judson,San Jose Earthquakes,D-M,300000.00,305000.00
Florian,Jungwirth,San Jose Earthquakes,D-M,550008.00,616675.07
,Juninho,LA Galaxy,M,150000.00,163125.00
Sam,Junqua,Houston Dynamo,D,56250.00,56250.00
,Kaku,New York Red Bulls,M-F,799999.92,799999.92
Brent,Kallman,Minnesota United,D,118000.08,151531.33
Kei,Kamara,Colorado Rapids,F,750000.00,750000.00
Ola,Kamara,DC United,M-F,240000.00,260000.00
Alec,Kann,Atlanta United,GK,100008.00,100008.00
Johan,Kappelhof,Chicago Fire,D,549999.96,577833.29
Guram,Kashia,San Jose Earthquakes,D,590000.04,590000.04
Aleksandar,Katai,Chicago Fire,M-F,1260000.00,1380333.33
Mark-Anthony,Kaye,LAFC,M,166248.00,177810.50
Kim,Kee-Hee,Seattle Sounders FC,D,640000.08,772000.08
Aboubacar,Keita,Columbus Crew,D,90000.00,110000.00
Jonathan,Kempin,Columbus Crew,GK,71664.00,71664.00
Jasser,Khmiri,Vancouver Whitecaps,D,180000.00,180000.00
Daniel,Kinumbe,CF Montreal,D,56250.00,60165.63
Perry,Kitchen,LA Galaxy,D-M,450000.00,474166.67
Sacha,Kljestan,Orlando City SC,M-F,1025000.04,1100000.04
Brad,Knighton,New England Revolution,GK,111253.32,116253.32
Jean-Christophe,Koffi,New York Red Bulls,M,70250.04,76031.29
Kevin,Kratz,Atlanta United,M,210000.00,222750.00
Damir,Kreilach,Real Salt Lake,M,968768.64,1082101.97
Bojan,Krkic,CF Montreal,F,1232876.64,1532448.56
Ken,Krolicki,CF Montreal,M-F,59950.08,59950.08
Kenneth,Kronholm,Chicago Fire,GK,87996.00,150996.00
Lagos,Kunga,Atlanta United,M-F,70250.04,73250.04
Wan,Kuzain,Sporting Kansas City,D-M,70875.00,70875.00
Connor,Lade,New York Red Bulls,D,126000.00,132749.85
Roland,Lamah,FC Cincinnati,M-F,750000.00,806250.00
Matt,Lampson,LA Galaxy,GK,70250.04,70250.04
Cameron,Lancaster,Nashville SC,F,70250.04,78065.67
Foster,Langsdorf,Portland Timbers,F,57225.00,57225.00
Lassi,Lappalainen,CF Montreal,M-F,302574.00,302574.00
Jeff,Larentowicz,Atlanta United,D-M,210000.00,210000.00
Richie,Laryea,Toronto FC,D-M,56250.00,56250.00
Forrest,Lasso,FC Cincinnati,D,70250.04,77583.37
Kemar,Lawrence,New York Red Bulls,D,339999.96,382749.96
Emmanuel,Ledesma,FC Cincinnati,M-F,249999.96,280833.29
Kelvin,Leerdam,Seattle Sounders FC,D,549999.96,599999.96
Brooks,Lennon,Real Salt Lake,D,230004.00,242587.33
Brett,Levis,Vancouver Whitecaps,D-M,71662.56,74162.56
Jonathan,Lewis,Colorado Rapids,M-F,100000.08,137500.08
Danny,Leyva,Seattle Sounders FC,D-M,56250.00,89872.25
Grant,Lillard,Chicago Fire,D,95000.04,97500.04
Nick,Lima,San Jose Earthquakes,D,200000.04,218437.54
Cam,Lindley,Orlando City SC,D-M,90000.00,98906.25
Jaylin,Lindsey,Sporting Kansas City,D,75000.00,88000.00
Sebastian,Lletget,LA Galaxy,M,300000.00,312666.67
Robin,Lod,Minnesota United,M,849996.00,952496.00
Nicolas,Lodeiro,Seattle Sounders FC,M-F,2000000.04,2502500.04
Aaron,Long,New York Red Bulls,D,770000.04,800000.04
Marcos,Lopez,San Jose Earthquakes,D,279999.96,387749.96
Marvin,Loría,Portland Timbers,M-F,56250.00,56250.00
Evan,Louro,New York Red Bulls,GK,70250.04,70250.04
Daniel,Lovitz,CF Montreal,D,97453.08,97453.08
Everton,Luiz,Real Salt Lake,D-M,1000000.08,1100000.08
Ben,Lundgaard,Columbus Crew,GK,57225.00,57225.00
Adam,Lundkvist,Houston Dynamo,D,274999.92,303749.92
Ben,Lundt,FC Cincinnati,GK,56250.00,59658.75
Charlie,Lyon,Major League Soccer,GK,70250.04,70250.04
Larrys,Mabiala,Portland Timbers,D,750000.00,793333.33
Gary,Mackay-Steven,New York City FC,M-F,260000.04,274833.37
Zac,MacMath,Vancouver Whitecaps,GK,189999.96,189999.96
Connor,Maloney,Columbus Crew,D,70250.04,70250.04
Michael,Mancienne,New England Revolution,D,881676.00,995676.00
Carter,Manley,Minnesota United,D,57225.00,57225.00
Kekuta,Manneh,FC Cincinnati,M-F,375000.00,391666.67
Vito,Mannone,Minnesota United,GK,540000.00,594000.00
Mauro,Manotas,Houston Dynamo,F,1100049.96,1245049.96
JT,Marcinkowski,San Jose Earthquakes,GK,135000.00,147000.00
Paul,Marie,San Jose Earthquakes,D-M,57225.00,57225.00
Chad,Marshall,Major League Soccer,D,360000.00,401250.00
Collin,Martin,Minnesota United,M-F,105000.00,105000.00
Josef,Martinez,Atlanta United,F,3000000.00,3058333.33
Pity,Martinez,Atlanta United,M-F,900000.00,900000.00
Cristian,Martinez,Chicago Fire,M,80000.04,88406.71
Tomas,Martinez,Houston Dynamo,M-F,335004.00,517929.00
Doug,Martinez,Real Salt Lake,F,56250.00,56250.00
Felipe,Martins,DC United,M,500000.04,500000.04
Luis,Martins,Sporting Kansas City,D,240000.00,240000.00
Ronald,Matarrita,New York City FC,D,300000.00,420000.00
Darren,Mattocks,FC Cincinnati,F,519999.96,519999.96
Jimmy,Maurer,FC Dallas,GK,125000.04,127500.04
Chris,Mavinga,Toronto FC,D,600000.00,663333.33
Olivier,Mbaizo,Philadelphia Union,D,70875.00,70875.00
Tommy,McCabe,FC Cincinnati,D-M,56250.00,56250.00
Dax,McCarty,Chicago Fire,M,700000.08,700000.08
Erik,McCue,Houston Dynamo,D,56250.00,76250.00
Brendan,McDonough,Vancouver Whitecaps,D,56250.00,56250.00
Kendall,McIntosh,Portland Timbers,GK,70250.04,70250.04
Mark,McKenzie,Philadelphia Union,D,72225.00,82225.00
Jimmy,McLaughlin,FC Cincinnati,M,70250.04,70250.04
Thomas,McNamara,Houston Dynamo,M-F,165000.00,165000.00
Ryan,Meara,New York Red Bulls,GK,132000.00,137000.00
Jesus,Medina,New York City FC,M-F,750000.00,870833.33
Jimmy,Medranda,Sporting Kansas City,D-M,155004.00,155004.00
Haris,Medunjanin,Philadelphia Union,M,550008.00,595008.00
Thomas,Meilleure-Giguere,CF Montreal,D,57120.00,60245.00
Tim,Melia,Sporting Kansas City,GK,325008.00,341674.67
Sean,Melvin,Vancouver Whitecaps,GK,70250.04,70250.04
Jhegson Sebastián,Méndez,Orlando City SC,D-M,450000.00,486750.00
Jonathan,Mensah,Columbus Crew,D,800004.00,894004.00
Justin,Meram,Atlanta United,M-F,650004.00,678754.00
Bryan,Meredith,Seattle Sounders FC,GK,70875.00,70875.00
Romain,Metanire,Minnesota United,D,305000.04,411833.37
Nicolas,Mezquida,Colorado Rapids,F,320000.04,320000.04
Benji,Michel,Orlando City SC,F,84999.96,116249.96
Djordje,Mihailovic,Chicago Fire,M-F,111000.00,114600.00
Tyler,Miller,LAFC,GK,77565.00,77565.00
Eric,Miller,New York City FC,D,108549.96,124424.96
Kamal,Miller,Orlando City SC,D,56250.00,56250.00
Ben,Mines,New York Red Bulls,M-F,57229.20,63243.20
Alexandru,Mitrita,New York City FC,M-F,500000.04,500000.04
Antonio,Mlinar Delamea,New England Revolution,D,425004.00,425004.00
Abdi,Mohamed,New York City FC,D,56250.00,56250.00
Wilfried,Moimbe,Minnesota United,D,252000.00,274275.00
Youness,Mokhtar,Columbus Crew,M-F,459996.00,533845.00
Kevin,Molino,Minnesota United,M-F,500004.00,546254.00
Jamiro,Monteiro,Philadelphia Union,M,618000.00,671200.00
Fredy,Montero,Vancouver Whitecaps,F,768000.00,968000.00
Callum,Montgomery,FC Dallas,D,70250.04,70250.04
