FirstName,LastName,Club,Position,BaseSalary,GuaranteedComp
Mauricio,Cuevas,LA Galaxy,D,"150,000.00","168,500.00"
Ascel,Essengue,LA Galaxy,D,"80,622.00","80,622.00"
Diego,Fagúndez,LA Galaxy,F,"1,250,000.00","1,310,000.00"
Gabriel,Fortes Chaves,LA Galaxy,F,"1,680,000.00","2,459,000.00"
Carlos,Garcés,LA Galaxy,D,"430,000.00","468,000.00"
Mathias,Jørgensen,LA Galaxy,D,"600,000.00","600,000.00"
Tucker,Lepley,LA Galaxy,M,"80,622.00","82,308.00"
JT,Marcinkowski,LA Galaxy,GK,"250,000.00","250,000.00"
John,McCarthy,LA Galaxy,GK,"452,000.00","474,600.00"
Novak,Mićović,LA Galaxy,GK,"175,000.00","175,000.00"
Harbor,Miller,LA Galaxy,D,"80,622.00","80,622.00"
Matheus,Nascimento de Paula,LA Galaxy,F,"500,000.00","571,250.00"
John,Nelson,LA Galaxy,D,"275,000.00","291,667.00"
Joseph,Paintsil,LA Galaxy,F,"3,136,000.00","4,182,000.00"
Isaiah,Parente,LA Galaxy,M,"104,000.00","104,000.00"
Jonathan,Pérez,LA Galaxy,F,"300,000.00","333,000.00"
Ricard,Puig Martí,LA Galaxy,M,"5,125,000.00","5,779,688.00"
Christian,Ramirez,LA Galaxy,F,"525,000.00","570,833.00"
Rubén,Ramos,LA Galaxy,M,"80,622.00","80,622.00"
Marco,Reus,LA Galaxy,M,"880,000.00","1,136,667.00"
Lucas,Sanabria,LA Galaxy,M,"592,000.00","694,800.00"
Brady,Scott,LA Galaxy,GK,"104,000.00","104,000.00"
Elijah,Wynder,LA Galaxy,M,"150,000.00","175,333.00"
Miki,Yamane,LA Galaxy,D,"778,000.00","844,667.00"
Maya,Yoshida,LA Galaxy,D,"455,000.00","526,281.00"
Eriq,Zavaleta,LA Galaxy,D,"194,000.00","198,311.00"
Frankie,Amaya,LAFC,M,"574,000.00","574,000.00"
Luca,Bombino,LAFC,D,"80,622.00","80,622.00"
Denis,Bouanga,LAFC,F,"3,020,000.00","3,709,500.00"
Nkosi Tafari,Burgess,LAFC,D,"374,500.00","374,500.00"
Maxime,Chanot,LAFC,D,"400,000.00","400,000.00"
Mark,Delgado,LAFC,M,"1,000,000.00","1,000,000.00"
Lorenzo,Dellavalle,LAFC,D,"104,000.00","107,750.00"
Jeremy,Ebobisse,LAFC,F,"680,000.00","680,000.00"
Adam,Esparza-Saldaña,LAFC,M,"80,622.00","80,622.00"
Olivier,Giroud,LAFC,F,"2,800,000.00","3,675,000.00"
Mario,González,LAFC,F,"850,000.00","850,000.00"
Thomas,Hasal,LAFC,GK,"104,000.00","114,133.00"
Ryan,Hollingshead,LAFC,D,"642,500.00","642,500.00"
Odin,Holm,LAFC,M,"660,000.00","660,000.00"
Igor,Jesus Lima,LAFC,M,"550,000.00","616,684.00"
Hugo,Lloris,LAFC,GK,"700,000.00","700,000.00"
Aaron,Long,LAFC,D,"445,000.00","1,050,000.00"
David,Martínez,LAFC,F,"525,000.00","525,000.00"
